N,button_coverage,dead_repeat_rate,family,file,game,length,level,longest_streak,mean_first_try,nochange_rate,novel_alt_frac,novel_frac,outcome,retry,run,solved,valid_coverage
10,0.8,0.0,dense 27B (Jethro / Mini),cd82-fb555c5d_p0_events.jsonl,cd82,12,2,2,4.833333333333333,0.0,1.0,0.5,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8333333333333334
0,,,dense 27B (Jethro / Mini),cd82-fb555c5d_p0_events.jsonl,cd82,12,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),cd82-fb555c5d_p1_events.jsonl,cd82,26,1,1,4.166666666666667,0.1,0.6,0.6,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,1.0
20,1.0,0.0,dense 27B (Jethro / Mini),cd82-fb555c5d_p1_events.jsonl,cd82,26,1,2,4.166666666666667,0.05,0.55,0.3,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,1.0
0,,,dense 27B (Jethro / Mini),cd82-fb555c5d_p1_events.jsonl,cd82,26,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.4,0.0,dense 27B (Jethro / Mini),cn04-2fe56bfb_p0_events.jsonl,cn04,14,1,6,8.666666666666666,0.0,0.8,0.2,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.3333333333333333
0,,,dense 27B (Jethro / Mini),cn04-2fe56bfb_p0_events.jsonl,cn04,14,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),cn04-2fe56bfb_p1_events.jsonl,cn04,29,1,3,4.5,0.1,0.8,0.7,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
20,1.0,0.0,dense 27B (Jethro / Mini),cn04-2fe56bfb_p1_events.jsonl,cn04,29,1,6,4.5,0.05,0.8,0.35,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
0,,,dense 27B (Jethro / Mini),cn04-2fe56bfb_p1_events.jsonl,cn04,29,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),dc22-fdcac232_p0_events.jsonl,dc22,86,1,1,4.6,0.1,0.6,0.6,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
20,1.0,0.2,dense 27B (Jethro / Mini),dc22-fdcac232_p0_events.jsonl,dc22,86,1,3,4.6,0.15,0.45,0.4,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
40,1.0,0.225,dense 27B (Jethro / Mini),dc22-fdcac232_p0_events.jsonl,dc22,86,1,3,4.6,0.15,0.35,0.3,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
0,,,dense 27B (Jethro / Mini),dc22-fdcac232_p0_events.jsonl,dc22,86,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.75,0.0,dense 27B (Jethro / Mini),dc22-fdcac232_p1_events.jsonl,dc22,17,1,2,4.2,0.3,0.6,0.7,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8
0,,,dense 27B (Jethro / Mini),dc22-fdcac232_p1_events.jsonl,dc22,17,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,,0.5,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,21,1,6,,1.0,0.9,0.5,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,
20,,0.35,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,21,1,8,,0.75,0.7,0.55,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,21,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,,0.0,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,19,2,2,,0.0,0.8,0.8,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,19,2,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,,0.0,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,10,3,1,,0.0,1.0,1.0,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,
0,,,dense 27B (Jethro / Mini),ft09-0d8bbf25_p0_events.jsonl,ft09,10,3,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,,0.0,dense 27B (Jethro / Mini),ft09-0d8bbf25_p1_events.jsonl,ft09,21,1,1,,1.0,1.0,1.0,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,
20,,0.05,dense 27B (Jethro / Mini),ft09-0d8bbf25_p1_events.jsonl,ft09,21,1,1,,0.65,0.8,0.85,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),ft09-0d8bbf25_p1_events.jsonl,ft09,21,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),ft09-0d8bbf25_p1_events.jsonl,ft09,8,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.8,0.1,dense 27B (Jethro / Mini),g50t-5849a774_p0_events.jsonl,g50t,19,1,5,6.2,0.1,0.5,0.4,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8
0,,,dense 27B (Jethro / Mini),g50t-5849a774_p0_events.jsonl,g50t,19,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.6,0.2,dense 27B (Jethro / Mini),g50t-5849a774_p1_events.jsonl,g50t,24,1,7,5.6,0.2,0.5,0.3,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6
20,1.0,0.4,dense 27B (Jethro / Mini),g50t-5849a774_p1_events.jsonl,g50t,24,1,7,8.6,0.3,0.4,0.25,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
0,,,dense 27B (Jethro / Mini),g50t-5849a774_p1_events.jsonl,g50t,24,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,31,1,2,4.0,0.0,0.7,0.8,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
20,1.0,0.0,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,31,1,6,4.0,0.0,0.35,0.4,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
0,,,dense 27B (Jethro / Mini),ka59-38d34dbb_p0_events.jsonl,ka59,31,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),ka59-38d34dbb_p1_events.jsonl,ka59,10,1,2,4.0,0.1,0.5,0.5,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
0,,,dense 27B (Jethro / Mini),ka59-38d34dbb_p1_events.jsonl,ka59,10,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.4,0.0,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,17,1,1,6.5,0.0,0.6,0.8,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.5
0,,,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,17,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.8,0.0,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,17,2,1,6.666666666666667,0.0,0.8,0.8,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8333333333333334
0,,,dense 27B (Jethro / Mini),lf52-271a04aa_p0_events.jsonl,lf52,17,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.4,0.0,dense 27B (Jethro / Mini),lf52-271a04aa_p1_events.jsonl,lf52,22,1,2,6.5,0.0,0.7,0.7,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.5
20,0.4,0.0,dense 27B (Jethro / Mini),lf52-271a04aa_p1_events.jsonl,lf52,22,1,2,11.5,0.0,0.5,0.7,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.5
0,,,dense 27B (Jethro / Mini),lf52-271a04aa_p1_events.jsonl,lf52,22,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),lp85-305b61c3_p0_events.jsonl,lp85,9,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),lp85-305b61c3_p0_events.jsonl,lp85,2,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
0,,,dense 27B (Jethro / Mini),lp85-305b61c3_p1_events.jsonl,lp85,7,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),lp85-305b61c3_p1_events.jsonl,lp85,4,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,58,1,5,4.75,0.0,0.4,0.4,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
20,1.0,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,58,1,5,4.75,0.0,0.35,0.2,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
40,1.0,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,58,1,5,4.75,0.0,0.2,0.1,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
0,,,dense 27B (Jethro / Mini),ls20-9607627b_p0_events.jsonl,ls20,58,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p1_events.jsonl,ls20,34,1,6,4.0,0.1,0.4,0.4,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,1.0
20,1.0,0.1,dense 27B (Jethro / Mini),ls20-9607627b_p1_events.jsonl,ls20,34,1,6,4.0,0.05,0.25,0.2,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,1.0
0,,,dense 27B (Jethro / Mini),ls20-9607627b_p1_events.jsonl,ls20,34,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.75,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p1_events.jsonl,ls20,36,2,5,6.0,0.0,0.4,0.3,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.75
20,0.75,0.0,dense 27B (Jethro / Mini),ls20-9607627b_p1_events.jsonl,ls20,36,2,6,8.5,0.0,0.3,0.15,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.75
0,,,dense 27B (Jethro / Mini),ls20-9607627b_p1_events.jsonl,ls20,36,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.8,0.0,dense 27B (Jethro / Mini),m0r0-492f87ba_p0_events.jsonl,m0r0,36,1,2,6.0,0.1,0.4,0.4,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6666666666666666
20,1.0,0.0,dense 27B (Jethro / Mini),m0r0-492f87ba_p0_events.jsonl,m0r0,36,1,5,9.166666666666666,0.05,0.35,0.25,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8333333333333334
0,,,dense 27B (Jethro / Mini),m0r0-492f87ba_p0_events.jsonl,m0r0,36,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.8,0.1,dense 27B (Jethro / Mini),m0r0-492f87ba_p1_events.jsonl,m0r0,32,1,3,4.833333333333333,0.4,0.6,0.6,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8333333333333334
20,1.0,0.1,dense 27B (Jethro / Mini),m0r0-492f87ba_p1_events.jsonl,m0r0,32,1,3,5.333333333333333,0.2,0.5,0.4,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
0,,,dense 27B (Jethro / Mini),m0r0-492f87ba_p1_events.jsonl,m0r0,32,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,,0.0,dense 27B (Jethro / Mini),r11l-495a7899_p0_events.jsonl,r11l,10,1,1,,0.0,0.9,1.0,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),r11l-495a7899_p0_events.jsonl,r11l,10,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),r11l-495a7899_p0_events.jsonl,r11l,2,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
0,,,dense 27B (Jethro / Mini),r11l-495a7899_p1_events.jsonl,r11l,5,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.6,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,21,1,6,5.6,0.0,0.3,0.3,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.6
20,0.8,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,21,1,6,9.0,0.0,0.2,0.2,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.8
0,,,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,21,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.6,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,78,2,7,7.2,0.0,0.3,0.3,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.6
20,0.8,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,78,2,7,9.6,0.0,0.2,0.2,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.8
40,0.8,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,78,2,10,13.6,0.0,0.1,0.1,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.8
0,,,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,78,2,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.2,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,82,3,10,9.0,0.0,0.1,0.1,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.2
20,0.6,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,82,3,13,14.6,0.0,0.15,0.15,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6
40,0.6,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,82,3,19,22.6,0.0,0.075,0.075,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6
0,,,dense 27B (Jethro / Mini),re86-8af5384d_p0_events.jsonl,re86,82,3,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p1_events.jsonl,re86,34,1,6,4.0,0.0,0.5,0.5,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,1.0
20,1.0,0.0,dense 27B (Jethro / Mini),re86-8af5384d_p1_events.jsonl,re86,34,1,6,4.0,0.0,0.25,0.25,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,1.0
0,,,dense 27B (Jethro / Mini),re86-8af5384d_p1_events.jsonl,re86,34,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),re86-8af5384d_p1_events.jsonl,re86,2,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,,0.0,dense 27B (Jethro / Mini),s5i5-18d95033_p0_events.jsonl,s5i5,40,1,1,,0.0,0.5,0.8,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,
20,,0.0,dense 27B (Jethro / Mini),s5i5-18d95033_p0_events.jsonl,s5i5,40,1,2,,0.0,0.3,0.5,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,
40,,0.0,dense 27B (Jethro / Mini),s5i5-18d95033_p0_events.jsonl,s5i5,40,1,2,,0.0,0.225,0.425,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,
0,,,dense 27B (Jethro / Mini),s5i5-18d95033_p0_events.jsonl,s5i5,40,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,,0.0,dense 27B (Jethro / Mini),s5i5-18d95033_p1_events.jsonl,s5i5,21,1,2,,0.0,0.7,0.8,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,
20,,0.0,dense 27B (Jethro / Mini),s5i5-18d95033_p1_events.jsonl,s5i5,21,1,7,,0.0,0.35,0.4,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),s5i5-18d95033_p1_events.jsonl,s5i5,21,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
0,,,dense 27B (Jethro / Mini),s5i5-18d95033_p1_events.jsonl,s5i5,4,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.0,0.1,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,11,1,1,7.666666666666667,0.2,0.9,0.9,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.3333333333333333
0,,,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,11,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.5,0.0,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,57,2,1,5.0,0.0,0.9,1.0,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6666666666666666
20,0.5,0.0,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,57,2,1,8.333333333333334,0.0,0.7,0.9,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6666666666666666
40,0.5,0.0,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,57,2,1,15.0,0.0,0.35,0.6,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6666666666666666
0,,,dense 27B (Jethro / Mini),sb26-7fbdac44_p0_events.jsonl,sb26,57,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.5,0.0,dense 27B (Jethro / Mini),sb26-7fbdac44_p1_events.jsonl,sb26,10,1,1,7.333333333333333,0.1,1.0,1.0,solved,0,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.6666666666666666
0,,,dense 27B (Jethro / Mini),sb26-7fbdac44_p1_events.jsonl,sb26,10,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.0,0.0,dense 27B (Jethro / Mini),sb26-7fbdac44_p1_events.jsonl,sb26,41,2,1,7.666666666666667,0.0,0.9,1.0,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.3333333333333333
20,0.5,0.0,dense 27B (Jethro / Mini),sb26-7fbdac44_p1_events.jsonl,sb26,41,2,1,12.333333333333334,0.05,0.75,0.9,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6666666666666666
40,0.5,0.025,dense 27B (Jethro / Mini),sb26-7fbdac44_p1_events.jsonl,sb26,41,2,2,19.0,0.05,0.375,0.575,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6666666666666666
0,,,dense 27B (Jethro / Mini),sb26-7fbdac44_p1_events.jsonl,sb26,41,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.1,dense 27B (Jethro / Mini),sc25-635fd71a_p0_events.jsonl,sc25,25,1,4,3.6,0.2,0.5,0.5,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
20,1.0,0.05,dense 27B (Jethro / Mini),sc25-635fd71a_p0_events.jsonl,sc25,25,1,5,3.6,0.2,0.35,0.45,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
0,,,dense 27B (Jethro / Mini),sc25-635fd71a_p0_events.jsonl,sc25,25,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.25,0.0,dense 27B (Jethro / Mini),sc25-635fd71a_p1_events.jsonl,sc25,47,1,2,7.2,0.4,0.7,0.9,died,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.4
20,0.25,0.0,dense 27B (Jethro / Mini),sc25-635fd71a_p1_events.jsonl,sc25,47,1,2,13.2,0.2,0.35,0.6,died,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.4
40,0.25,0.0,dense 27B (Jethro / Mini),sc25-635fd71a_p1_events.jsonl,sc25,47,1,2,25.2,0.1,0.175,0.3,died,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.4
0,,,dense 27B (Jethro / Mini),sc25-635fd71a_p1_events.jsonl,sc25,47,1,,,,,,died,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.0,0.2,dense 27B (Jethro / Mini),sc25-635fd71a_p1_events.jsonl,sc25,35,1,1,9.0,0.1,0.3,0.4,truncated,2,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.2
20,0.0,0.2,dense 27B (Jethro / Mini),sc25-635fd71a_p1_events.jsonl,sc25,35,1,1,17.0,0.05,0.15,0.2,truncated,2,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.2
0,,,dense 27B (Jethro / Mini),sc25-635fd71a_p1_events.jsonl,sc25,35,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.8,0.0,dense 27B (Jethro / Mini),sk48-d8078629_p0_events.jsonl,sk48,24,1,3,6.666666666666667,0.2,0.6,0.6,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8333333333333334
20,0.8,0.05,dense 27B (Jethro / Mini),sk48-d8078629_p0_events.jsonl,sk48,24,1,4,8.333333333333334,0.25,0.35,0.35,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8333333333333334
0,,,dense 27B (Jethro / Mini),sk48-d8078629_p0_events.jsonl,sk48,24,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
0,,,dense 27B (Jethro / Mini),sk48-d8078629_p1_events.jsonl,sk48,9,1,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.6,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,30,1,6,7.166666666666667,0.0,0.7,0.3,died,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5
20,1.0,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,30,1,9,10.0,0.0,0.65,0.25,died,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8333333333333334
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,30,1,,,,,,died,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.6,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,22,1,4,6.5,0.0,0.7,0.4,solved,2,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.6666666666666666
20,0.8,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,22,1,7,8.833333333333334,0.0,0.6,0.25,solved,2,20260916_102724_qwen38-27b-massdata-25g-4p,True,0.8333333333333334
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,22,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.6,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,10,2,7,8.666666666666666,0.0,0.7,0.3,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p0_events.jsonl,sp80,10,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,1.0,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,3,5.333333333333333,0.0,0.6,0.5,died,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8333333333333334
20,1.0,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,3,5.5,0.0,0.5,0.4,died,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,1.0
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,,,,,,died,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.6,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,4,6.333333333333333,0.0,0.6,0.5,died,2,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.6666666666666666
20,0.8,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,8,8.0,0.0,0.55,0.3,died,2,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.8333333333333334
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,,,,,,died,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.4,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,7,8.166666666666666,0.0,0.7,0.2,died,4,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.3333333333333333
20,0.6,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,12,14.0,0.0,0.4,0.15,died,4,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,,,,,,died,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
10,0.6,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,6,8.5,0.0,0.6,0.3,died,6,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5
20,0.6,0.0,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,8,13.5,0.0,0.55,0.15,died,6,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5
0,,,dense 27B (Jethro / Mini),sp80-589a99af_p1_events.jsonl,sp80,30,1,,,,,,died,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
0,,,dense 27B (Jethro / Mini),su15-1944f8ab_p0_events.jsonl,su15,9,1,,,,,,solved,,20260916_102724_qwen38-27b-massdata-25g-4p,True,
10,0.0,0.0,dense 27B (Jethro / Mini),su15-1944f8ab_p0_events.jsonl,su15,17,2,1,6.0,0.0,0.8,0.9,truncated,0,20260916_102724_qwen38-27b-massdata-25g-4p,False,0.5
0,,,dense 27B (Jethro / Mini),su15-1944f8ab_p0_events.jsonl,su15,17,2,,,,,,truncated,,20260916_102724_qwen38-27b-massdata-25g-4p,False,
